NHSWEID,SOURCE,ORIGID,CN,STANAME,LAT,LON,ELEV,START,END,VALIDYEARS,rhonull,rhomax,Tbarstar,VP_DJF,meanmaxHS,meanpeakSWE,meanmaxSCD
20006,FMI,100949,FI,Turku Artukainen,60.45,22.18,8,20060901,20220831,16,139,362,0.3199,0.4233,0.24,48,66
20007,FMI,100951,FI,Kemiönsaari Kemiö,60.17,22.76,12,20090901,20220831,13,138,365,0.3147,0.42,0.31,72,69
20008,FMI,100953,FI,Hanko Tvärminne,59.84,23.25,3,19630415,20220831,59,141,368,0.3629,0.4333,0.29,58,75
20009,FMI,100955,FI,Salo Kärkkä,60.37,23.11,2,19590405,20070101,48,136,361,0.2809,0.4067,0.29,50,83
20010,FMI,100963,FI,Lohja Leppäkorpi,60.49,23.77,96,19690421,20220831,53,127,361,0.2161,0.3667,0.42,85,91
20011,FMI,100967,FI,Salo Kiikala airfield,60.46,23.65,117,20111224,20220831,11,129,356,0.2134,0.3767,0.31,58,68
20012,FMI,100968,FI,Vantaa Helsinki-Vantaa airport,60.33,24.96,51,19590329,20220831,64,128,364,0.2488,0.37,0.42,89,91
20013,FMI,100969,FI,Inkoo Bågaskär,59.93,24.01,13,19620901,20051215,42,138,372,0.428,0.4167,0.25,42,86
20014,FMI,100971,FI,Helsinki Kaisaniemi,60.18,24.94,3,19590414,20220831,63,132,367,0.305,0.39,0.38,84,84
20015,FMI,100974,FI,Lohja Porla,60.24,24.05,36,19590415,20220831,62,131,366,0.2568,0.3833,0.45,101,105
20016,FMI,100976,FI,Vihti Maasoja,60.42,24.4,39,19590417,20060831,47,127,361,0.2334,0.3667,0.38,78,100
20017,FMI,101004,FI,Helsinki Kumpula,60.2,24.96,24,20061012,20220831,16,132,368,0.3074,0.39,0.39,94,76
20018,FMI,101009,FI,Helsinki Malmi airfield,60.25,25.05,15,19590327,19921231,35,130,370,0.2814,0.38,0.5,111,99
20019,FMI,101028,FI,Porvoo Harabacka,60.39,25.61,22,20081023,20220831,14,127,357,0.2141,0.3667,0.33,71,75
20020,FMI,101030,FI,Kotka Rankki,60.38,26.96,11,19590408,20220831,52,121,364,0.2527,0.3367,0.4,82,105
20021,FMI,101044,FI,Pori airport,61.46,21.81,11,19590320,19991201,41,131,362,0.2562,0.3833,0.36,69,88
20022,FMI,101049,FI,Uusikaupunki Itätulli,60.8,21.42,7,19650120,20220831,58,140,361,0.2802,0.4267,0.28,58,75
20023,FMI,101064,FI,Pori railway station,61.48,21.78,9,20081009,20220831,14,131,359,0.2508,0.3867,0.31,60,67
20024,FMI,101065,FI,Turku airport,60.52,22.28,45,19590321,20060701,48,135,367,0.2934,0.4033,0.41,92,94
20025,FMI,101068,FI,Kokemäki Rausenkulma,61.26,22.23,38,19590402,20220831,64,127,355,0.2173,0.3667,0.27,49,86
20026,FMI,101075,FI,Huittinen Sallila,61.02,22.7,73,19650415,20220831,51,127,356,0.2027,0.3667,0.32,57,92
20027,FMI,101081,FI,Oripää Teinikivi,60.9,22.71,82,19860901,20220831,30,128,356,0.2127,0.37,0.3,56,96
20028,FMI,101093,FI,Pöytyä Yläne,60.87,22.39,57,19750901,20220831,47,129,361,0.2413,0.3733,0.36,65,78
20029,FMI,101103,FI,Kokemäki Tulkkila,61.25,22.35,38,20100901,20220831,12,125,354,0.2151,0.3533,0.25,43,65
20030,FMI,101104,FI,Jokioinen Ilmala,60.81,23.5,104,19590418,20220831,63,126,360,0.205,0.36,0.41,85,108
20031,FMI,101116,FI,Nokia Tottijärvi,61.4,23.34,99,19660503,20220831,56,123,358,0.1691,0.3467,0.44,93,109
20032,FMI,101118,FI,Pirkkala Tampere-Pirkkala airport,61.42,23.62,112,19791001,20060701,27,123,359,0.166,0.3433,0.46,92,118
20033,FMI,101124,FI,Tampere Härmälä,61.47,23.75,85,20080901,20220831,14,123,357,0.1922,0.3433,0.37,78,95
20034,FMI,101128,FI,Somero Salkola,60.65,23.81,142,20110928,20220831,11,125,359,0.2038,0.3567,0.39,79,107
20035,FMI,101130,FI,Hyvinkää Hyvinkäänkylä,60.6,24.8,86,19590418,20220831,63,125,362,0.195,0.3533,0.47,101,111
20036,FMI,101135,FI,Vihti Hiiskula,60.52,24.52,100,19660502,20220831,53,125,364,0.213,0.3567,0.48,103,105
20037,FMI,101143,FI,Hämeenlinna Pirttikoski,61.01,23.92,128,19660901,20220831,56,124,362,0.1833,0.35,0.51,113,118
20038,FMI,101149,FI,Nurmijärvi Röykkä,60.51,24.65,110,19700502,20220831,40,125,365,0.2109,0.3567,0.52,119,119
20039,FMI,101151,FI,Hattula Lepaa,61.11,24.32,87,20130901,20220831,9,123,352,0.1867,0.3433,0.26,51,77
20040,FMI,101154,FI,Hämeenlinna Lammi Pappila,61.05,25.04,125,19630901,20220831,59,120,356,0.1231,0.33,0.47,100,118
20041,FMI,101191,FI,Kouvola Utti airport,60.9,26.95,102,19590429,20090701,50,116,366,0.1549,0.31,0.66,148,139
20042,FMI,101194,FI,Kouvola Anjala,60.7,26.81,31,19590412,20220831,64,118,361,0.181,0.32,0.49,106,110
20043,FMI,101196,FI,Heinola Asemantaus,61.2,26.05,93,19590404,20220831,62,118,361,0.177,0.32,0.5,110,123
20044,FMI,101211,FI,Kouvola Voikoski,61.25,26.78,90,19860901,20220831,30,115,359,0.1479,0.3067,0.5,99,121
20045,FMI,101219,FI,Kouvola Utti Lentoportintie,60.89,26.93,99,20081001,20220831,14,116,364,0.165,0.31,0.58,128,106
20046,FMI,101231,FI,Virolahti Koivuniemi,60.53,27.67,5,19770421,20220831,45,118,363,0.2065,0.32,0.48,98,106
20047,FMI,101237,FI,Lappeenranta airport,61.04,28.13,104,19590421,20060703,47,112,365,0.1476,0.2933,0.65,149,137
20048,FMI,101247,FI,Lappeenranta Lepola,61.06,28.21,103,19950928,20220831,15,112,355,0.1642,0.2933,0.37,70,102
20049,FMI,101248,FI,Ruokolahti Kotaniemi,61.37,28.68,97,19980428,20220831,24,111,358,0.1229,0.2867,0.54,118,119
20050,FMI,101254,FI,Parikkala Koitsanlahti,61.44,29.46,74,20161014,20220831,6,110,357,0.121,0.2833,0.5,108,99
20051,FMI,101256,FI,Kaskinen Sälgrund,62.33,21.19,5,19590430,19660831,7,130,366,0.2521,0.38,0.45,84,138
20052,FMI,101257,FI,Merikarvia Tuorila,61.85,21.65,39,19680901,20220831,52,131,365,0.2231,0.3867,0.49,108,110
20053,FMI,101258,FI,Isojoki Kärjenkoski,62.13,21.7,58,19700101,20220831,53,127,360,0.1962,0.3633,0.44,86,97
20054,FMI,101262,FI,Teuva Kauppilankylä,62.49,21.76,60,19650419,20220831,55,121,357,0.1851,0.3367,0.39,78,98
20055,FMI,101272,FI,Karvia Alkkia,62.18,22.8,162,19660901,20220831,56,120,355,0.0984,0.33,0.51,107,123
20056,FMI,101285,FI,Kurikka Hirvijärvi,62.47,22.91,100,19860901,20220831,30,118,348,0.1114,0.3233,0.31,57,92
20057,FMI,101289,FI,Kauhajoki Kuja-Kokko,62.41,22.18,93,20080901,20220831,14,120,351,0.1583,0.3333,0.3,56,86
20058,FMI,101291,FI,Kankaanpää Niinisalo airfield,61.84,22.46,126,20050901,20220831,17,123,358,0.1551,0.3467,0.46,100,100
20059,FMI,101305,FI,Alavus Sulkavankylä,62.45,23.55,124,19660401,20220831,56,117,352,0.0857,0.3167,0.45,83,118
20060,FMI,101315,FI,Jämsä Halli airport,61.86,24.8,144,19640430,20090617,45,118,359,0.127,0.32,0.55,117,135
20061,FMI,101317,FI,Juupajoki Hyytiälä,61.85,24.29,154,19590427,20220831,63,119,359,0.1001,0.3267,0.6,135,143
20062,FMI,101338,FI,Jämsä Halli Lentoasemantie,61.86,24.81,144,20081001,20220831,14,118,355,0.128,0.32,0.45,92,99
20063,FMI,101339,FI,Jyväskylä airport,62.4,25.67,139,19590423,20220831,64,114,358,0.0944,0.3033,0.58,124,140
20064,FMI,101342,FI,Sysmä Joutsjärvi,61.51,25.81,91,19650419,20220831,57,117,358,0.1432,0.3167,0.5,107,127
20065,FMI,101352,FI,Jyväskylä Muuratjärvi,62.16,25.42,123,19650421,20220831,57,116,359,0.1087,0.3133,0.59,129,141
20066,FMI,101363,FI,Multia Pirttiperä,62.41,25.05,180,19910411,20220831,30,114,358,0.0646,0.3033,0.65,141,137
20067,FMI,101367,FI,Joutsa Savenaho,61.88,26.09,145,19590428,20220831,58,116,361,0.0941,0.31,0.65,150,139
20068,FMI,101385,FI,Kangasniemi parish,61.98,26.64,105,19650429,20220831,57,115,360,0.1017,0.3067,0.62,133,140
20069,FMI,101390,FI,Joutsa Pärnämäki,61.77,26.39,116,19970422,20220831,26,115,358,0.1109,0.3067,0.55,110,124
20070,FMI,101398,FI,Mikkeli airport,61.69,27.2,99,19590419,20220831,51,115,360,0.1136,0.3067,0.6,130,136
20071,FMI,101410,FI,Mikkeli Pitkähiekka,62.01,27.19,109,19970421,20220831,25,114,355,0.0971,0.3033,0.5,104,124
20072,FMI,101421,FI,Varkaus Kosulanniemi,62.32,27.91,83,20080901,20220831,14,113,354,0.0846,0.2967,0.51,110,115
20073,FMI,101423,FI,Savonlinna Laukansaari,61.8,28.85,94,19680405,20220831,55,111,359,0.1478,0.2867,0.5,105,126
20074,FMI,101425,FI,Sulkava Halttula,61.92,28.32,109,19650426,20220831,51,113,361,0.1101,0.2967,0.62,129,138
20075,FMI,101430,FI,Savonlinna airport,61.95,28.93,92,19741001,19850531,11,111,362,0.1418,0.2867,0.59,127,150
20076,FMI,101441,FI,Savonlinna Punkaharju Laukansaari,61.8,29.32,79,19590427,20220831,63,110,358,0.1127,0.2833,0.56,118,136
20077,FMI,101446,FI,Enonkoski Simanala,62.06,29.04,95,19610504,20220831,61,110,364,0.1174,0.2833,0.68,146,149
20078,FMI,101448,FI,Savonlinna Savonranta,62.17,29.28,90,19890101,20220831,27,110,359,0.1054,0.2833,0.59,125,122
20079,FMI,101450,FI,Rääkkylä parish,62.31,29.63,97,19710503,20220831,51,108,359,0.063,0.2733,0.67,138,143
20080,FMI,101459,FI,Tohmajärvi Kemie,62.24,30.35,91,19590502,20220831,63,106,359,0.0395,0.2633,0.72,161,151
20081,FMI,101460,FI,Joensuu Huhtilampi,62.43,30.41,140,19650426,20220831,57,105,360,0.0292,0.2567,0.76,167,150
20082,FMI,101462,FI,Vaasa airport,63.06,21.75,4,19590320,19950701,37,125,359,0.1629,0.3533,0.48,97,107
20083,FMI,101464,FI,Mustasaari Valassaaret,63.44,21.07,4,19590504,20100621,47,125,358,0.1844,0.3567,0.4,69,133
20084,FMI,101468,FI,Närpiö Alamarkku,62.63,21.49,35,19680419,20220801,48,125,354,0.2045,0.3567,0.27,46,71
20085,FMI,101474,FI,Mustasaari Riimala,62.97,21.78,15,19720901,20220831,50,123,357,0.1676,0.3467,0.41,84,111
20086,FMI,101478,FI,Kurikka Pyörni,62.73,21.96,72,19870416,20220831,30,118,355,0.1547,0.32,0.39,75,88
20087,FMI,101485,FI,Vaasa Klemettilä,63.1,21.64,7,20100901,20220831,12,125,356,0.1815,0.3567,0.37,77,88
20088,FMI,101486,FI,Seinäjoki Pelmaa,62.94,22.49,26,19590326,20220831,64,119,353,0.1332,0.3267,0.39,77,104
20089,FMI,101503,FI,Kauhava airfield,63.12,23.04,42,19590418,20220831,63,115,350,0.0952,0.3067,0.4,73,114
20090,FMI,101520,FI,Ähtäri Inha,62.55,24.14,161,19590426,20220831,63,116,356,0.0618,0.31,0.6,127,142
20091,FMI,101528,FI,Halsua Purola,63.45,24.44,153,19670412,20220831,56,110,350,0.0446,0.2833,0.51,99,142
20092,FMI,101533,FI,Alajärvi Möksy,63.09,24.26,171,19590426,20220831,46,111,351,0.044,0.29,0.52,94,147
20093,FMI,101536,FI,Multia Karhila,62.51,24.81,227,20080917,20220831,14,114,356,0.0433,0.3033,0.63,140,143
20094,FMI,101537,FI,Viitasaari Haapaniemi,63.08,25.86,130,19700502,20220831,52,112,356,0.0991,0.2933,0.54,112,134
20095,FMI,101541,FI,Äänekoski Kalaniemi,62.88,25.86,107,19650421,20220831,57,112,356,0.0859,0.2933,0.55,114,132
20096,FMI,101555,FI,Vesanto parish,62.92,26.42,121,19590429,20220831,63,112,354,0.0256,0.2933,0.63,136,144
20097,FMI,101569,FI,Pielavesi Venetmäki,63.32,26.98,189,19870501,20220831,36,109,361,0.0311,0.2767,0.79,181,154
20098,FMI,101570,FI,Siilinjärvi Kuopio airport,63,27.81,94,19590428,20041114,46,110,361,0.0891,0.2833,0.66,143,150
20099,FMI,101572,FI,Kuopio Maaninka,63.14,27.31,91,19590427,20220831,63,110,356,0.0674,0.2833,0.6,126,143
20100,FMI,101577,FI,Lapinlahti Lamminkäyrä,63.38,27.37,95,19970506,20220831,25,109,352,0.0513,0.2767,0.54,108,130
20101,FMI,101578,FI,Suonenjoki Iisvesi,62.67,27.04,103,19970317,20220831,26,113,356,0.0654,0.2967,0.6,126,129
20102,FMI,101579,FI,Kuopio Karttula,62.85,27.27,131,19870428,20220801,35,111,357,0.0518,0.29,0.65,133,138
20103,FMI,101586,FI,Kuopio Savilahti,62.89,27.63,87,20050901,20220831,16,111,357,0.0876,0.29,0.58,123,124
20104,FMI,101589,FI,Heinävesi Palokki,62.57,28.59,103,19640429,20220831,58,110,358,0.0688,0.2833,0.65,139,147
20105,FMI,101590,FI,Outokumpu Viuruniemi,62.62,28.94,113,19650418,20220831,58,109,360,0.0597,0.28,0.71,156,145
20106,FMI,101599,FI,Rautavaara Ala-Luosta,63.27,28.47,111,19870501,20220831,29,108,355,0.0247,0.2733,0.66,143,139
20107,FMI,101603,FI,Rautavaara Ylä-Luosta,63.38,28.66,164,19760901,20220831,46,107,357,-0.0064,0.2667,0.77,176,162
20108,FMI,101608,FI,Liperi Joensuu airport,62.66,29.64,112,19590502,19991130,40,107,362,0.0424,0.27,0.79,175,166
20109,FMI,101609,FI,Juuka Niemelä,63.23,29.23,115,19620414,20220831,61,107,356,-0.0019,0.2667,0.73,161,154
20110,FMI,101610,FI,Joensuu Pyhäselkä,62.52,29.81,79,19650425,20220831,57,107,355,0.0497,0.27,0.6,124,141
20111,FMI,101616,FI,Lieksa Koli,63.11,29.76,165,19700509,20220831,52,105,359,0.0051,0.2567,0.8,172,158
20112,FMI,101632,FI,Joensuu Linnunlahti,62.6,29.72,81,20081115,20220831,14,107,356,0.0585,0.27,0.6,132,134
20113,FMI,101636,FI,Lieksa Lampela,63.32,30.05,98,19700501,20220831,52,103,353,0.0101,0.25,0.63,133,147
20114,FMI,101649,FI,Ilomantsi Pötsönvaara,63.14,31.04,233,20080930,20220831,13,98,358,-0.034,0.2267,0.85,195,160
20115,FMI,101651,FI,Ilomantsi Mekrijärvi,62.77,30.98,155,19990916,20220831,23,100,353,0.0122,0.2367,0.65,133,139
20116,FMI,101662,FI,Kruunupyy Kokkola-Pietarsaari airport,63.73,23.14,25,19610421,19950326,34,118,351,0.0719,0.32,0.47,89,122
20117,FMI,101665,FI,Kaustinen Tastula,63.59,23.72,74,19650424,20220831,58,112,349,0.0521,0.2933,0.47,87,128
20118,FMI,101675,FI,Kokkola Santahaka,63.84,23.1,5,20080901,20220831,13,120,348,0.0816,0.3333,0.39,78,95
20119,FMI,101679,FI,Toholampi Oravala,63.77,24.28,85,19650424,20220831,57,109,350,0.0415,0.28,0.5,92,132
20120,FMI,101683,FI,Kalajoki Pitkäsenkylä,64.23,24.02,18,19700423,20220831,41,114,345,0.0299,0.3033,0.42,76,112
20121,FMI,101685,FI,Kalajoki Mehtäkylä,64.27,24.21,40,19650421,20220831,57,110,345,0.0221,0.2833,0.43,76,125
20122,FMI,101689,FI,Toholampi Laitala,63.82,24.16,84,20190330,20220831,4,110,342,0.0358,0.2833,0.32,59,95
20123,FMI,101690,FI,Ylivieska airfield,64.05,24.72,76,20080918,20220831,14,107,347,0.0246,0.27,0.48,94,129
20124,FMI,101691,FI,Ylivieska Vähäkangas,64.07,24.68,75,20000901,20220831,22,107,347,0.0232,0.27,0.47,89,121
20125,FMI,101695,FI,Haapavesi Mustikkamäki,64.14,25.42,112,19590426,20220831,63,106,349,0.006,0.2633,0.55,113,146
20126,FMI,101705,FI,Pyhäjärvi Ojakylä,63.74,25.71,152,20140918,20220831,8,107,350,0.0235,0.27,0.54,113,126
20127,FMI,101706,FI,Pyhäjärvi Hiidenniemi,63.61,25.47,140,19970508,20220831,25,109,351,0.0304,0.2767,0.55,111,128
20128,FMI,101712,FI,Kiuruvesi Korpijoki,63.73,26.37,110,19650419,20220831,54,107,351,0.033,0.27,0.56,107,144
20129,FMI,101717,FI,Siikalatva Kestilä,64.36,26.3,89,19650424,20220831,57,104,349,-0.0151,0.2533,0.6,123,153
20130,FMI,101725,FI,Kajaani airport,64.28,27.67,132,19590429,20000731,41,104,352,-0.0222,0.2533,0.69,132,161
20131,FMI,101726,FI,Vieremä Kaarakkala,63.84,27.22,206,19590428,20220831,63,106,359,0.0105,0.2633,0.78,171,162
20132,FMI,101742,FI,Kajaani Paltaniemi,64.29,27.64,128,20000901,20220831,22,104,345,-0.0153,0.2533,0.51,98,133
20133,FMI,101743,FI,Nurmes Valtimo,63.67,28.83,114,19700507,20220831,53,105,352,-0.0132,0.2567,0.66,129,155
20134,FMI,101753,FI,Ristijärvi Mustavaara,64.47,28.62,268,19870414,20220831,28,100,359,-0.0632,0.2367,0.93,209,171
20135,FMI,101756,FI,Sotkamo Kuolaniemi,64.11,28.34,161,20090929,20220831,13,104,350,-0.0135,0.2533,0.61,128,142
20136,FMI,101763,FI,Nurmes Mujejärvi,63.82,29.45,252,19700510,20220831,52,102,357,-0.0587,0.2433,0.87,198,173
20137,FMI,101771,FI,Kuhmo Apaja,64.07,29.22,190,19971001,20220831,25,102,355,-0.0446,0.2433,0.79,179,161
20138,FMI,101773,FI,Kuhmo Kalliojoki,64.3,30.17,196,19980501,20220831,24,99,351,-0.0718,0.23,0.75,162,156
20139,FMI,101776,FI,Hailuoto Keskikylä,65.02,24.73,6,19590427,20220831,63,109,350,0.018,0.2767,0.56,108,144
20140,FMI,101786,FI,Oulu airport,64.94,25.34,13,19590428,20000530,41,109,349,0.0184,0.2767,0.53,94,149
20141,FMI,101787,FI,Siikajoki Ruukki,64.68,25.09,48,19590426,20220831,63,107,347,-0.002,0.2667,0.53,105,142
20142,FMI,101799,FI,Oulu Oulunsalo Pellonpää,64.94,25.37,11,20090924,20220831,13,109,353,0.0196,0.2767,0.62,128,155
20143,FMI,101800,FI,Vaala Pelso,64.5,26.42,113,19590430,20220831,63,104,348,-0.0417,0.2533,0.62,127,157
20144,FMI,101805,FI,Pudasjärvi airfield,65.4,26.96,120,20070901,20220831,15,100,350,-0.0613,0.2333,0.72,161,157
20145,FMI,101809,FI,Utajärvi Särkijärvi,64.93,27.19,130,19650427,20220831,56,100,351,-0.0373,0.2367,0.68,136,160
20146,FMI,101812,FI,Pudasjärvi Jaurakkajärvi,65.16,27.65,135,19870502,20220831,28,100,353,-0.0445,0.2367,0.76,151,163
20147,FMI,101822,FI,Suomussalmi Näljänkä,65.24,28.45,251,19860901,20220831,29,98,356,-0.1052,0.2267,0.94,218,174
20148,FMI,101826,FI,Suomussalmi Pesiö,64.93,28.75,222,19861102,20220831,29,98,355,-0.0867,0.2267,0.88,202,169
20149,FMI,101830,FI,Puolanka Kotila,64.67,28.03,280,19940901,20220831,28,100,359,-0.0552,0.2367,0.91,211,170
20150,FMI,101831,FI,Puolanka Paljakka,64.66,28.06,341,20100514,20220831,12,100,366,-0.0649,0.2367,1.09,288,183
20151,FMI,101840,FI,Kemi Kemi-Tornio airport,65.79,24.58,11,19590430,19950531,36,107,356,-0.057,0.2667,0.84,173,168
20152,FMI,101851,FI,Tornio Torppi,65.85,24.17,8,20080901,20220831,14,107,347,-0.0345,0.27,0.58,122,147
20153,FMI,101873,FI,Ranua airfield,65.98,26.37,161,20080913,20220831,14,97,353,-0.1057,0.22,0.88,203,170
20154,FMI,101877,FI,Pudasjärvi Sarakylä,65.8,27.34,158,19861119,20220831,29,98,350,-0.103,0.2233,0.79,172,172
20155,FMI,101881,FI,Posio Raistakka,65.98,28.17,260,19680901,20220831,54,95,352,-0.1693,0.21,0.97,223,194
20156,FMI,101882,FI,Taivalkoski Inkee,65.73,28.56,247,19860901,20220831,29,96,347,-0.1506,0.2167,0.83,177,178
20157,FMI,101885,FI,Taivalkoski parish,65.57,28.22,197,20020920,20220831,20,97,349,-0.1314,0.22,0.82,183,168
20158,FMI,101886,FI,Kuusamo airport,65.99,29.23,265,19590503,19991110,41,94,345,-0.1822,0.2067,0.84,174,188
20159,FMI,101887,FI,Kuusamo Kiutaköngäs,66.37,29.31,164,19660901,20220831,56,93,342,-0.1905,0.2,0.79,169,189
20160,FMI,101898,FI,Kuusamo Teeriranta,65.52,29.52,225,19981002,20220831,24,96,348,-0.149,0.2133,0.83,181,180
20161,FMI,101908,FI,Ylitornio Meltosjärvi,66.53,24.65,93,19640507,20220831,56,97,348,-0.1205,0.22,0.78,175,181
20162,FMI,101913,FI,Kolari Kattilamaa,67.38,24.01,173,19861126,20220831,29,94,344,-0.1984,0.2033,0.85,184,185
20163,FMI,101914,FI,Pello parish,66.77,23.96,85,19700901,20220831,52,96,346,-0.1335,0.2133,0.77,161,179
20164,FMI,101920,FI,Rovaniemi airport,66.56,25.84,189,19590504,20220831,64,96,349,-0.1137,0.2133,0.8,182,179
20165,FMI,101932,FI,Sodankylä Tähtelä,67.37,26.63,179,19590504,20220831,64,92,344,-0.2045,0.1967,0.86,189,199
20166,FMI,101933,FI,Rovaniemi Apukka,66.58,26.01,106,19590430,20220831,64,96,346,-0.1045,0.2133,0.7,147,175
20167,FMI,101947,FI,Pelkosenniemi parish,67.1,27.51,155,19861113,20220831,29,92,342,-0.1841,0.1967,0.76,160,178
20168,FMI,101950,FI,Kemijärvi airfield,66.72,27.16,208,20060901,20220831,16,94,345,-0.1694,0.2033,0.81,182,176
20169,FMI,101952,FI,Savukoski parish,67.29,28.18,180,19640516,20220831,58,92,343,-0.2018,0.1967,0.82,174,192
20170,FMI,101956,FI,Salla Kelloselkä,66.94,28.98,200,19650430,20220831,58,92,338,-0.1912,0.1933,0.69,139,185
20171,FMI,101959,FI,Salla parish,66.82,28.69,218,19990901,20220831,23,93,338,-0.1881,0.2,0.69,144,171
20172,FMI,101966,FI,Salla Naruska,67.16,29.18,213,20050901,20220831,17,91,345,-0.2071,0.19,0.89,202,193
20173,FMI,101968,FI,Enontekiö Kaaresuvanto,68.44,22.51,320,19920901,20220831,30,95,336,-0.2787,0.21,0.82,172,195
20174,FMI,101980,FI,Kittilä Pulju,68.23,24.83,278,19741001,20220831,42,91,336,-0.2861,0.19,0.83,188,199
20175,FMI,101987,FI,Kittilä Kenttärova,67.99,24.24,347,20050901,20220831,17,92,346,-0.2849,0.1967,1.07,265,212
20176,FMI,101990,FI,Kittilä parish,67.65,24.9,181,20100513,20220831,12,94,343,-0.2136,0.2033,0.86,196,190
20177,FMI,101994,FI,Kittilä Pokka,68.17,25.78,276,19710901,20220831,51,90,345,-0.2741,0.1867,1.03,229,208
20178,FMI,102000,FI,Sodankylä Lokka,67.82,27.75,240,19590503,20220831,62,90,337,-0.2637,0.1867,0.82,178,192
20179,FMI,102001,FI,Sodankylä Vuotso,68.08,27.19,247,19590505,20220831,56,90,343,-0.2552,0.1867,0.93,206,207
20180,FMI,102005,FI,Inari Saariselkä tourist centre,68.42,27.41,302,19770526,20220831,45,90,341,-0.2701,0.1867,0.91,205,200
20181,FMI,102008,FI,Inari Raja-Jooseppi Kontiojärvi,68.47,28.32,185,19650511,20220831,58,91,338,-0.2142,0.19,0.74,155,199
20182,FMI,102012,FI,Salla Värriötunturi,67.75,29.61,360,19740901,20220831,48,90,341,-0.229,0.1867,0.84,189,204
20183,FMI,102016,FI,Enontekiö Kilpisjärvi,69.05,20.79,480,19790527,20220831,44,98,341,-0.3517,0.2233,1.09,270,215
20184,FMI,102019,FI,Enontekiö Näkkälä,68.6,23.58,374,19610519,20220831,33,92,330,-0.3451,0.1933,0.81,170,204
20185,FMI,102026,FI,Inari Angeli Lintupuoliselkä,68.9,25.74,285,20081003,20220831,14,90,330,-0.2998,0.1867,0.73,144,194
20186,FMI,102033,FI,Inari Ivalo airport,68.61,27.42,140,19590507,19991109,42,91,340,-0.2126,0.19,0.78,158,207
20187,FMI,102035,FI,Utsjoki Kevo,69.76,27.01,107,19620521,20220831,61,96,334,-0.2771,0.2167,0.78,174,201
20188,FMI,102036,FI,Utsjoki Nuorgam,70.08,27.9,22,19680530,20220831,42,103,331,-0.2559,0.2467,0.67,154,190
20189,FMI,102046,FI,Inari parish,68.91,27.02,127,20031003,20220831,19,92,335,-0.215,0.1933,0.68,142,186
20190,FMI,102047,FI,Inari Kaamanen,69.14,27.27,156,20080901,20220831,14,92,337,-0.2415,0.1967,0.76,161,192
20191,FMI,102052,FI,Inari Nellim,68.85,28.3,121,19990920,20220831,23,92,335,-0.2049,0.1933,0.66,129,183
20192,FMI,102055,FI,Inari Kirakkajärvi,69.58,28.89,106,20090926,20220831,13,98,343,-0.1841,0.2233,0.8,177,193
20193,FMI,103794,FI,Mäntsälä Hirvihaara,60.63,25.19,83,20150929,20220831,7,123,357,0.1905,0.3467,0.37,81,90
20194,FMI,104796,FI,Lahti Sopenkorpi,60.97,25.62,100,20190405,20220831,3,120,358,0.1817,0.33,0.4,94,85
20195,FMI,105302,FI,Siuntio Sjundby,60.14,24.26,26,20170901,20220831,5,134,367,0.2715,0.4,0.43,93,75
20196,FMI,105427,FI,Rauma Pyynpää,61.14,21.52,15,20190323,20220831,4,136,357,0.2653,0.41,0.22,45,53
20197,FMI,106435,FI,Muonio parish,67.96,23.68,236,20131011,20220831,9,93,340,-0.241,0.2,0.84,188,187
20198,FMI,107029,FI,Pyhtää airfield,60.49,26.59,21,20190901,20220831,3,123,356,0.21,0.3433,0.3,64,68
20199,FMI,107081,FI,Kuusamo Välikangas,66,29.22,266,20191014,20220831,3,94,343,-0.1828,0.2067,0.8,189,184
20200,FMI,107113,FI,Sotkamo Tuhkakylä,64,28.06,212,20200504,20220831,3,104,361,-0.0245,0.2533,0.89,213,155
20201,FMI,126736,FI,Kajaani Petäisenniska,64.22,27.75,160,20101012,20220831,12,104,348,-0.026,0.2533,0.6,124,150
20202,FMI,150168,FI,Puumala parish,61.52,28.18,98,20140901,20220831,8,112,355,0.1471,0.2933,0.4,79,106
20203,FMI,852678,FI,Espoo Nuuksio,60.29,24.57,90,20140901,20220831,8,130,366,0.2444,0.38,0.47,119,101
20204,FMI,874863,FI,Espoo Tapiola,60.18,24.79,6,20140101,20220831,9,132,362,0.2896,0.39,0.3,61,73
30001,Matiu2020,DWD_Ait_1,DE,Aitern_Untermulten,47.8191,7.8569,1018,19790412,20021231,25,143,400,0.473,0.4433,0.8,195,87
30002,Matiu2020,DWD_Ait_2,DE,Aitrang,47.8172,10.5374,747,19610201,20181231,59,151,392,0.5792,0.4833,0.4,85,42
30003,Matiu2020,DWD_Alb_3,DE,Albstadt_Ebingen,48.2052,9.0371,712,19730102,19861216,14,154,385,0.5175,0.4933,0.36,82,58
30004,Matiu2020,DWD_Alb_4,DE,Albstadt_Onstmettingen,48.2766,9.0001,794,19780314,19951225,19,151,384,0.518,0.48,0.35,77,45
30005,Matiu2020,DWD_Alt_5,DE,Altusried_Muthmannshofen,47.7922,10.0988,730,19610211,20051215,46,155,396,0.5933,0.5,0.49,110,44
30006,Matiu2020,DWD_Ang_6,DE,Anger_Stoissberg,47.803,12.8192,830,19610201,20181229,59,140,409,0.5977,0.4267,0.76,182,43
